birthArea,birthDate,currentNationalTeamId,currentTeamId,firstName,foot,height,lastName,middleName,passportArea,role,shortName,weight,wyId
"{'name': 'Ghana', 'id': '288', 'alpha3code': 'GHA', 'alpha2code': 'GH'}",1993-06-13,null,679,Thomas Teye,right,185,Partey,,"{'name': 'Ghana', 'id': '288', 'alpha3code': 'GHA', 'alpha2code': 'GH'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Thomas,76,217031
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1997-01-09,4425,3780,Issa,right,194,Diop,,"{'name': 'Senegal', 'id': '686', 'alpha3code': 'SEN', 'alpha2code': 'SN'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",I. Diop,92,286380
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1997-04-09,null,3770,Enock,right,183,Kwateng,,"{'name': 'Ghana', 'id': '288', 'alpha3code': 'GHA', 'alpha2code': 'GH'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",E. Kwateng,75,286381
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1997-05-11,4426,3780,Clément,right,178,Michelin,,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",C. Michelin,63,286382
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1997-01-04,null,3775,Arnaud,right,180,Lusamba,,"{'name': 'Congo DR', 'id': '180', 'alpha3code': 'COD', 'alpha2code': 'CD'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",A. Lusamba,61,286388
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1997-05-15,4418,676,Ousmane,both,178,Dembélé,,"{'name': 'Mauritania', 'id': '478', 'alpha3code': 'MRT', 'alpha2code': 'MR'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",O. Dembélé,67,286390
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1997-01-09,null,2443,Ole,right,187,Käuper,,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",O. Käuper,77,286404
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1988-11-10,null,3219,Massimo,right,184,Coda,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",M. Coda,72,24269
"{'name': 'Uruguay', 'id': '858', 'alpha3code': 'URY', 'alpha2code': 'UY'}",1995-09-30,null,698,Mauro Wilney,right,175,Arambarri Rosa,,"{'name': 'Uruguay', 'id': '858', 'alpha3code': 'URY', 'alpha2code': 'UY'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",M. Arambarri,74,286448
"{'name': 'Saudi Arabia', 'id': '682', 'alpha3code': 'SAU', 'alpha2code': 'SA'}",1994-09-14,16521,16469,Fahad Mosaed,right,168,Al Muwallad Al Harbi,,"{'name': 'Saudi Arabia', 'id': '682', 'alpha3code': 'SAU', 'alpha2code': 'SA'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Fahad Al Muwallad,65,122623
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1996-03-20,null,3777,Matthieu,left,178,Udol,,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",M. Udol,75,286506
"{'name': 'Russia', 'id': '643', 'alpha3code': 'RUS', 'alpha2code': 'RU'}",1993-01-15,14358,13885,Daler,right,182,Kuzyaev,,"{'name': 'Tajikistan', 'id': '762', 'alpha3code': 'TJK', 'alpha2code': 'TJ'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",D. Kuzyaev,74,220971
"{'name': 'Belgium', 'id': '56', 'alpha3code': 'BEL', 'alpha2code': 'BE'}",1995-06-16,null,3799,Baptiste,right,189,Guillaume,,"{'name': 'Belgium', 'id': '56', 'alpha3code': 'BEL', 'alpha2code': 'BE'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",B. Guillaume,77,253784
"{'name': 'Netherlands', 'id': '528', 'alpha3code': 'NLD', 'alpha2code': 'NL'}",1993-03-19,16216,9,Hakim,left,180,Ziyech,,"{'name': 'Morocco', 'id': '504', 'alpha3code': 'MAR', 'alpha2code': 'MA'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",H. Ziyech,65,221039
"{'name': 'Netherlands', 'id': '528', 'alpha3code': 'NLD', 'alpha2code': 'NL'}",1993-05-25,null,3315,Timo,right,188,Letschert,,"{'name': 'Netherlands', 'id': '528', 'alpha3code': 'NLD', 'alpha2code': 'NL'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",T. Letschert,75,221047
"{'name': 'Czech Republic', 'id': '203', 'alpha3code': 'CZE', 'alpha2code': 'CZ'}",1992-04-14,11555,2443,Jiří,right,196,Pavlenka,,"{'name': 'Czech Republic', 'id': '203', 'alpha3code': 'CZE', 'alpha2code': 'CZ'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",J. Pavlenka,81,253822
"{'name': 'Saudi Arabia', 'id': '682', 'alpha3code': 'SAU', 'alpha2code': 'SA'}",1991-08-19,16521,16467,Salem Mohammed,right,171,Al Dawsari,,"{'name': 'Saudi Arabia', 'id': '682', 'alpha3code': 'SAU', 'alpha2code': 'SA'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Salem Al Dawsari,72,122832
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1993-09-08,null,2460,Alexander,left,193,Hack,,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",A. Hack,82,221172
"{'name': 'Iceland', 'id': '352', 'alpha3code': 'ISL', 'alpha2code': 'IS'}",1990-06-18,null,6410,Rúnar Már,right,178,Sigurjónsson,,"{'name': 'Iceland', 'id': '352', 'alpha3code': 'ISL', 'alpha2code': 'IS'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",R. Sigurjónsson,83,57333
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1991-02-12,null,2454,Patrick,right,179,Herrmann,,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",P. Herrmann,70,15018
"{'name': 'Iceland', 'id': '352', 'alpha3code': 'ISL', 'alpha2code': 'IS'}",1993-08-05,7839,13897,Sverrir Ingi,right,188,Ingason,,"{'name': 'Iceland', 'id': '352', 'alpha3code': 'ISL', 'alpha2code': 'IS'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",S. Ingason,75,57347
"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}",1996-03-05,6388,19830,Gabriel,left,172,Boschilia,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Boschilia,63,255320
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",1996-01-21,1598,675,Marco,left,182,Asensio Willemsen,,"{'name': 'Netherlands', 'id': '528', 'alpha3code': 'NLD', 'alpha2code': 'NL'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Marco Asensio,76,288091
"{'name': 'Bosnia-Herzegovina', 'id': '70', 'alpha3code': 'BIH', 'alpha2code': 'BA'}",1998-03-25,10007,696,Ermedin,right,184,Demirović,,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",E. Demirović,74,352328
"{'name': 'Iceland', 'id': '352', 'alpha3code': 'ISL', 'alpha2code': 'IS'}",1993-04-30,7839,6709,Arnór Ingvi,right,182,Traustason,,"{'name': 'Iceland', 'id': '352', 'alpha3code': 'ISL', 'alpha2code': 'IS'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",A. Traustason,71,57480
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1988-02-25,null,3204,Giacomo,left,186,Poluzzi,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",G. Poluzzi,84,24725
"{'name': 'Chile', 'id': '152', 'alpha3code': 'CHL', 'alpha2code': 'CL'}",1994-01-15,12381,3166,Erick Antonio,right,186,Pulgar Farfán,,"{'name': 'Chile', 'id': '152', 'alpha3code': 'CHL', 'alpha2code': 'CL'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",E. Pulgar,83,90268
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1995-01-08,null,2450,Ville Matti,right,189,Steinmann,,"{'name': 'Finland', 'id': '246', 'alpha3code': 'FIN', 'alpha2code': 'FI'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",M. Steinmann,79,221376
"{'name': 'Cameroon', 'id': '120', 'alpha3code': 'CMR', 'alpha2code': 'CM'}",1997-04-17,null,3785,Felix,right,186,Eboa Eboa,,"{'name': 'Cameroon', 'id': '120', 'alpha3code': 'CMR', 'alpha2code': 'CM'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",F. Eboa Eboa,80,286915
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1997-01-03,null,3776,Fodé ,left,182,Ballo Touré,,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",F. Touré,70,286917
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",1997-08-23,null,691,Óscar,left,167,Melendo Jiménez,,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Óscar Melendo,63,450784
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1993-09-30,null,2481,Philipp,left,177,Max,,"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",P. Max,77,221411
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",1994-06-29,null,695,Iván,right,174,López Álvarez,,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Ivi,74,254189
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",1993-04-08,null,678,Mikel,left,191,Vesga Arruti,,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Vesga,84,286963
"{'name': 'Argentina', 'id': '32', 'alpha3code': 'ARG', 'alpha2code': 'AR'}",1997-02-25,null,2445,Santiago Lionel,right,168,Ascacíbar,,"{'name': 'Argentina', 'id': '32', 'alpha3code': 'ARG', 'alpha2code': 'AR'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",S. Ascacíbar,69,413737
"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}",1984-04-04,null,701,Charles ,right,179,Días Barbosa de Oliveira,,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Charles,76,385273
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",1997-07-09,1604,695,Iván,right,183,Villar Martínez,,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",Iván Villar,76,286974
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",1996-08-11,1604,696,Antonio,right,184,Sivera Salvá,,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",Antonio Sivera,75,286981
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1990-06-29,null,3219,Gaetano,right,173,Letizia,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",G. Letizia,63,24838
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1993-04-07,null,2454,Vincenzo,right,180,Grifo,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",V. Grifo,72,221452
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",1997-01-09,null,682,Adrián,left,181,Marín Gómez,,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",Adrián Marín,73,286994
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1999-07-07,4423,3197,Moussa,left,170,Diaby,,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",M. Diaby,65,419204
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",1995-07-11,null,714,Benito,left,175,Ramírez del Toro,,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Benito Ramírez,70,287003
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1991-06-17,null,3165,Manuel,right,174,Pucciarelli,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",M. Pucciarelli,63,24964
"{'name': 'Romania', 'id': '642', 'alpha3code': 'ROU', 'alpha2code': 'RO'}",1986-10-22,null,3162,Ştefan Daniel,left,183,Radu,,"{'name': 'Romania', 'id': '642', 'alpha3code': 'ROU', 'alpha2code': 'RO'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",Ş. Radu,79,20550
"{'name': 'Argentina', 'id': '32', 'alpha3code': 'ARG', 'alpha2code': 'AR'}",1995-03-09,null,679,Ángel Martín,right,172,Correa,,"{'name': 'Argentina', 'id': '32', 'alpha3code': 'ARG', 'alpha2code': 'AR'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Á. Correa,67,254408
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",1996-04-30,null,683,Iván,right,180,Rodríguez del Pozo,,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",Iván Rodríguez,70,352748
"{'name': 'Albania', 'id': '8', 'alpha3code': 'ALB', 'alpha2code': 'AL'}",1993-07-08,null,12508,Ergys,right,171,Kaçe,,"{'name': 'Albania', 'id': '8', 'alpha3code': 'ALB', 'alpha2code': 'AL'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",E. Kaçe,62,93608
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",1984-08-18,null,3162,Dušan,right,185,Basta,,"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",D. Basta,75,20575
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1993-12-28,null,3219,Jean-Claude,right,192,Billong,,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",J. Billong,90,385655
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1997-05-25,null,3789,Gauthier,,183,Banaziak,,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",G. Banaziak,68,352898
"{'name': 'Japan', 'id': '392', 'alpha3code': 'JPN', 'alpha2code': 'JP'}",1994-11-10,null,2445,Takuma,right,173,Asano,,"{'name': 'Japan', 'id': '392', 'alpha3code': 'JPN', 'alpha2code': 'JP'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",T. Asano,71,254649
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1998-02-08,4425,3780,Kelvin,right,180,Amian Adou,,"{'name': ""Côte d'Ivoire"", 'id': '384', 'alpha3code': 'CIV', 'alpha2code': 'CI'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",K. Amian,78,352986
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1998-10-27,null,2975,Dayotchanculle,right,185,Upamecano,,"{'name': 'Guinea-Bissau', 'id': '624', 'alpha3code': 'GNB', 'alpha2code': 'GW'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",D. Upamecano,83,352988
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1998-06-12,4426,3775,Jean-Victor,left,177,Makengo,,"{'name': 'Congo DR', 'id': '180', 'alpha3code': 'COD', 'alpha2code': 'CD'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",J. Makengo,75,352992
"{'name': ""Côte d'Ivoire"", 'id': '384', 'alpha3code': 'CIV', 'alpha2code': 'CI'}",1998-07-08,null,3161,Yann,right,185,Karamoh,,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Y. Karamoh,77,352993
"{'name': 'Portugal', 'id': '620', 'alpha3code': 'PRT', 'alpha2code': 'PT'}",1993-05-17,null,9607,Rafael Alexandre,right,171,Fernandes Ferreira da Silva,,"{'name': 'Portugal', 'id': '620', 'alpha3code': 'PRT', 'alpha2code': 'PT'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Rafa Silva,66,222676
"{'name': 'Colombia', 'id': '170', 'alpha3code': 'COL', 'alpha2code': 'CO'}",1992-06-27,null,3789,John Stiven,left,171,Mendoza Valencia,,"{'name': 'Colombia', 'id': '170', 'alpha3code': 'COL', 'alpha2code': 'CO'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",S. Mendoza,70,90880
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1996-12-25,null,3799,Anthony,right,186,Mandrea,,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",A. Mandrea,78,287521
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1986-12-26,4418,1624,Hugo,left,188,Lloris,,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",H. Lloris,82,25381
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1990-10-01,9905,3766,Anthony,left,184,Lopes,,"{'name': 'Portugal', 'id': '620', 'alpha3code': 'PRT', 'alpha2code': 'PT'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",A. Lopes,81,25382
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1980-06-26,null,,Rémy,right,185,Vercoutre,,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",R. Vercoutre,78,25384
"{'name': 'Burkina Faso', 'id': '854', 'alpha3code': 'BFA', 'alpha2code': 'BF'}",1988-04-27,null,3779,Bakary,right,188,Koné,,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",B. Koné,82,25392
"{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}",1989-07-05,9598,1612,Dejan,right,188,Lovren,,"{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",D. Lovren,84,25393
"{'name': 'Cameroon', 'id': '120', 'alpha3code': 'CMR', 'alpha2code': 'CM'}",1993-11-14,4418,676,Samuel Yves,left,182,Umtiti,,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",S. Umtiti,75,25397
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1992-05-19,null,3774,Mehdi,right,176,Zeffane,,"{'name': 'Algeria', 'id': '12', 'alpha3code': 'DZA', 'alpha2code': 'DZ'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",M. Zeffane,71,25399
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1992-03-12,null,3766,Jordan,right,172,Ferri,,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",J. Ferri,70,25403
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1989-03-10,null,3158,Maxime,right,187,Gonalons,,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",M. Gonalons,76,25405
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1986-07-11,null,3774,Yoann ,right,185,Gourcuff,,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Y. Gourcuff,82,25406
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1991-01-07,null,3785,Clément,right,186,Grenier,,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",C. Grenier,72,25407
"{'name': 'Sweden', 'id': '752', 'alpha3code': 'SWE', 'alpha2code': 'SE'}",1982-08-24,null,,Kim,left,185,Källström,,"{'name': 'Sweden', 'id': '752', 'alpha3code': 'SWE', 'alpha2code': 'SE'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",K. Källström,79,25408
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1993-03-10,null,3775,Alassane,right,181,Pléa,,"{'name': 'Mali', 'id': '466', 'alpha3code': 'MLI', 'alpha2code': 'ML'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",A. Pléa,79,25410
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1985-08-02,null,3785,Jimmy,right,181,Briand,,"{'name': 'Martinique', 'id': '474', 'alpha3code': 'MTQ', 'alpha2code': 'MQ'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",J. Briand,84,25411
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1993-02-27,4418,3767,Alphonse,right,195,Aréola,,"{'name': 'Philippines', 'id': '608', 'alpha3code': 'PHL', 'alpha2code': 'PH'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",A. Aréola,94,25418
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1987-01-12,3757,3185,Salvatore,right,192,Sirigu,,"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",S. Sirigu,80,25421
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",1983-08-31,null,3777,Milan,right,185,Biševac,,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",M. Biševac,81,25423
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1983-10-31,null,3775,Christophe,right,178,Jallet,,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",C. Jallet,70,25427
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1992-05-05,null,3193,Loïck,right,182,Landre,,"{'name': 'Guadeloupe', 'id': '312', 'alpha3code': 'GLP', 'alpha2code': 'GP'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",L. Landre,75,25428
"{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}",1990-02-15,null,,Míchel,right,176,Macedo Rocha Machado,,"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",Míchel,85,4238
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1982-11-22,null,3789,Mathieu,right,190,Bodmer,,"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",M. Bodmer,90,25433
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1987-04-09,4418,3159,Blaise,left,175,Matuidi,,"{'name': 'Angola', 'id': '24', 'alpha3code': 'AGO', 'alpha2code': 'AO'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",B. Matuidi,70,25437
